,Act
654,5.3001
37,4.6012
752,6.4793
1567,6.1053
258,6.659
1626,5.8106
1618,6.3608
1025,6.6774
599,6.5967
386,7.2235
225,5.9647
937,5.3001
682,5.7711
199,6.1399
1547,6.1908
1461,6.7947
324,7.0881
789,6.1766
659,5.6035
1108,6.2736
44,7.7467
65,5.34
392,6.0638
661,5.9169
1304,6.4838
1039,6.0053
42,6.7737
755,5.3001
939,5.9744
1092,7.0576
979,7.6457
1201,6.9335
393,5.3001
1046,6.8262
505,6.8841
981,6.8963
1502,7.5715
431,6.3887
1556,5.8479
1248,5.8464
1810,6.6956
906,6.2354
1016,6.9698
149,5.3001
1452,6.15
32,5.3001
1303,7.3431
1759,6.4963
827,6.2296
1367,6.6486
557,5.3001
1776,5.725
725,6.3595
1272,5.8575
1349,5.7505
1091,6.4806
1765,6.205
55,7.1728
1650,6.7585
1444,6.3838
1530,6.8141
1307,5.5003
187,5.6956
735,6.2622
1070,5.3001
1700,6.4315
1184,6.6058
61,5.3001
975,7.1805
334,5.8644
951,7.023
1661,6.4349
1516,6.7103
1117,6.6841
660,6.0829
326,7.1016
1594,6.0615
322,5.7069
1081,6.519
1324,6.72
285,6.7228
511,5.6607
1459,6.446
1143,5.6661
233,5.3001
1373,6.3378
406,5.3001
891,6.1431
1809,6.7442
1429,6.4704
1378,6.4616
1685,7.0689
620,6.4558
1773,6.52
468,6.7974
1005,6.3353
775,5.9076
1676,6.5198
1570,6.1846
52,7.4557
1237,6.0529
440,6.1578
798,6.7871
54,7.1215
1621,6.3803
161,5.6449
5,7.0937
401,6.3078
875,5.3001
1729,6.809
1457,6.7735
1731,6.7893
50,6.7508
669,6.5665
727,6.9621
810,6.1453
73,6.9566
1088,7.089
280,5.3001
1191,6.0305
1180,5.7065
1525,6.5906
1400,6.2916
1432,6.2877
889,5.3717
863,5.7889
907,6.28
1427,7.0779
293,5.6714
110,5.3001
452,5.9248
180,5.7537
664,6.2106
66,5.7905
1159,6.8166
1288,6.9825
466,6.5986
417,5.8897
479,6.8785
1709,6.7508
524,6.3351
1551,6.1295
1584,6.7354
799,6.8795
411,5.3001
209,5.831
1267,6.3971
449,5.86
562,5.3001
767,6.1963
1056,5.9963
372,5.9311
738,6.0954
886,5.3001
1328,7.3008
646,5.9929
740,6.2435
1167,5.9034
1369,6.4786
1695,6.9096
1246,5.8157
62,7.0074
1768,6.5476
465,7.014
1712,5.8833
615,6.8713
687,7.2904
670,6.5265
259,6.3899
1033,6.297
607,5.9942
491,6.2054
565,5.3001
260,6.4115
655,5.6896
764,7.0044
1521,5.8433
1230,5.9183
1658,6.2248
1747,6.7615
691,6.4333
194,5.7916
948,6.532
744,6.6033
1312,6.0384
1390,6.3308
1557,5.9248
958,6.5864
1003,6.6995
1484,6.6568
471,5.9219
198,6.0003
321,6.5686
1542,6.4733
837,5.9765
427,6.6856
422,6.3078
1590,6.4344
1489,6.7132
588,6.5164
1641,5.914
245,5.6342
813,6.0828
1555,6.3225
171,7.4642
876,5.7001
1206,5.8989
977,7.2571
240,6.4423
1200,6.0676
1633,6.3893
1034,6.9272
1628,5.9482
1798,6.1127
881,5.3001
319,6.0666
7,7.478
169,7.2605
1129,7.1549
1767,6.1276
1350,5.9659
1630,6.1243
1179,6.5425
388,6.2581
757,6.2989
29,5.3001
433,5.4118
1217,6.4724
1757,6.6915
1544,6.3885
676,6.0547
475,6.9192
1548,6.0138
1418,6.6141
464,5.8272
1686,7.1375
1451,6.4084
1244,5.9337
301,5.3001
1588,6.7615
591,5.7778
166,6.41
165,5.723
1289,6.9863
1158,6.7359
1694,6.5056
25,7.4235
1372,6.2207
944,7.1397
458,6.4479
463,6.6231
952,6.8268
1053,6.799
1674,6.2408
1069,6.655
956,6.3971
1749,6.5315
990,5.8588
1363,6.573
379,5.6728
184,6.9272
228,5.3001
882,6.2787
132,6.729
1713,5.9647
1104,5.8128
1636,6.5972
514,5.878
1426,6.9629
331,7.116
118,5.3001
429,5.6597
985,5.8999
366,6.2819
593,7.0416
733,7.0504
1128,6.4416
1716,6.08
1736,5.8728
1295,6.5191
662,6.0282
918,6.0306
1411,7.1765
899,5.9447
230,6.7496
269,6.1353
627,6.4598
46,7.1425
1442,6.5666
730,6.3935
1152,6.8465
1591,6.1675
1723,6.6035
1101,6.3736
103,6.0817
1317,5.6841
791,6.373
1581,6.6978
538,6.638
1703,7.2652
649,5.4587
1616,7.0787
287,6.8144
1296,6.8668
1065,5.677
270,5.9256
395,7.0451
914,6.9306
1408,6.8256
482,6.613
1514,6.5543
703,6.4783
1485,6.44
1614,6.6462
919,6.6026
536,7.0916
347,7.0507
222,6.1943
720,6.2486
183,6.3355
1665,6.0147
414,6.9343
1748,6.5728
1384,5.7629
1655,6.3568
53,7.0715
87,7.0439
1615,6.8885
480,5.9806
622,6.3427
1739,6.4671
783,6.2959
753,6.7368
1334,5.7063
1049,7.3147
420,6.2899
1501,7.3182
254,6.9384
1341,6.5007
778,6.4957
930,5.6807
748,6.3987
769,6.3032
314,5.8293
377,5.6908
999,6.3664
1089,6.202
1750,5.8143
1482,6.5531
821,5.9794
1227,5.7214
657,6.0921
668,5.3662
986,6.4929
437,7.0678
1476,6.7855
35,4.6012
771,5.7744
1486,6.6676
63,6.5503
998,5.6982
578,6.2066
100,6.4836
1775,6.9825
1064,6.3214
528,5.8476
1247,6.2089
600,6.0889
1779,6.7816
520,7.2945
1140,6.4123
1531,6.6917
991,5.7778
1496,6.2209
218,7.1048
1433,5.7984
202,6.6255
1062,5.3001
295,6.2456
993,5.6872
870,5.8117
532,6.9199
1182,7.0511
1643,5.8095
1718,6.2316
1600,6.8953
940,6.7421
955,6.2853
186,5.3001
1732,6.2167
806,7.098
838,6.6139
338,6.6311
363,7.1425
1761,6.5918
683,5.6801
696,6.4919
489,5.6655
1193,6.5521
1800,5.9959
1742,7.3598
1478,6.0035
1181,5.8597
808,6.0836
612,6.6858
1455,6.0804
223,6.392
1291,6.4765
1211,5.6326
938,6.2403
568,5.3001
736,5.9382
59,6.248
1290,6.6437
1344,6.1716
462,6.7328
1141,6.7023
1326,6.4181
413,5.3001
1807,6.8294
1055,6.3896
1263,6.6191
826,6.8536
677,5.715
1623,7.1216
311,7.2947
476,6.8212
1284,6.1812
913,6.6791
779,6.6331
1649,6.8068
741,7.1661
972,7.2321
1214,6.9685
1060,6.9884
1078,6.6639
1195,6.6835
1412,5.742
371,6.4277
126,5.7415
177,5.3001
625,6.1486
227,5.3001
1110,5.3001
1306,6.0781
537,7.1761
1538,6.4888
72,5.3001
1177,4.9991
841,6.0647
1401,6.1839
1042,6.4289
502,6.9269
1466,6.6826
224,6.3593
99,7.3119
773,6.1544
1379,6.3623
229,5.445
874,6.0181
1598,6.9617
1134,5.8562
488,5.9087
121,6.4637
350,6.007
1526,6.1574
122,6.1682
441,7.1721
1528,7.0032
1592,6.5952
1218,6.2052
6,7.2219
1096,7.2892
905,5.3001
20,7.2481
610,5.8784
632,6.8822
264,6.1844
1431,6.0786
1535,6.3433
500,6.9074
1371,6.5278
1132,5.6745
1756,6.9534
1754,5.7179
1048,6.8007
1802,6.8166
707,6.5913
115,5.3001
595,6.2662
935,5.3001
1405,6.8759
312,7.0375
1319,6.603
504,5.7927
1646,6.2233
1278,6.1922
994,6.9997
1672,6.3985
637,6.1643
1196,7.0451
1447,6.6654
390,6.3353
250,7.1236
843,6.4815
14,6.7792
1398,6.5277
90,6.6949
1302,6.8665
262,6.0036
97,6.4619
516,6.2238
1587,6.9078
1813,6.7425
409,6.8909
1192,7.0306
770,6.1682
1780,7.1001
785,6.6181
178,7.0911
446,5.7552
1297,5.829
643,6.0924
1667,5.8761
1279,6.3453
710,6.2572
447,6.5926
879,6.4929
603,7.2346
915,6.2988
809,6.8204
351,5.7488
1253,6.7903
904,5.3001
1568,6.1921
1097,6.5953
800,6.0027
782,6.3309
282,6.7874
1642,6.3648
8,6.87
929,5.9695
1063,5.4916
513,5.777
623,6.3687
587,5.8938
4,5.3001
573,5.3001
91,6.6388
1036,6.73
1603,6.4297
215,7.2388
268,6.1149
1758,6.6793
790,6.2402
1126,6.8184
745,6.0727
302,6.7428
26,6.9718
1456,6.0786
1562,6.7375
1524,6.6482
1691,6.7232
1100,6.046
546,5.4109
487,6.8407
1488,6.2344
1252,6.071
626,6.8769
851,6.683
1164,6.8953
84,5.3001
1448,6.4379
1120,5.3001
397,6.7503
515,6.8291
249,5.8731
481,6.1949
1260,6.2576
1790,6.2425
1268,5.9708
1423,6.1939
1255,5.9819
1298,6.3735
1119,6.0627
1505,6.7101
1428,6.1663
1543,6.2121
816,7.5788
819,6.8633
1438,5.9401
101,6.4764
926,6.2487
1190,6.5058
181,6.2196
1151,6.7286
494,5.879
341,6.9153
1722,5.9263
1249,6.1035
681,6.3068
1814,6.7157
1352,5.5323
221,6.1394
743,6.4722
1276,6.1661
596,5.9708
1187,6.4693
1609,6.0891
1377,6.2563
185,5.3001
1462,6.6288
1264,6.8765
526,6.6658
533,5.3001
1410,6.7404
96,6.4456
1580,6.8124
30,5.3001
656,5.3001
833,6.9092
817,6.6617
421,6.4367
286,6.991
424,7.0658
1098,6.4543
1637,5.8246
1362,6.7352
933,5.3001
251,6.4218
1541,6.789
387,7.0241
534,5.6111
1550,6.3837
1010,6.8312
460,6.622
1653,6.3151
243,6.0659
1209,6.5606
569,5.3001
160,6.0338
349,5.7978
1560,6.3442
1131,6.2036
448,6.4452
706,6.7622
942,6.7582
1495,6.3685
141,6.5512
873,6.2636
1285,6.76
501,6.6747
602,6.7356
509,6.3115
1348,7.2342
1680,6.1589
1137,6.0882
129,6.3727
674,5.9356
443,5.3216
1597,6.5283
1708,6.44
1150,6.548
1453,6.0725
695,6.0626
888,5.9041
1139,6.6847
697,6.3309
1242,5.9869
1118,5.7023
805,7.2371
137,5.594
859,6.7026
172,7.2449
549,5.3001
1050,5.6474
1519,6.5571
572,6.3499
1663,6.5031
553,5.3001
530,7.5604
1553,5.7665
1801,6.8018
327,7.3119
68,6.4158
1527,5.7262
1487,5.879
964,6.8902
1361,7.0922
256,6.0025
1310,6.1307
1004,6.5065
352,6.1614
1684,6.3816
162,6.1274
1331,6.6296
205,6.6593
842,6.8529
1220,6.3176
1273,5.3001
1654,6.2452
1582,6.0357
1224,6.4316
715,7.001
1785,5.9394
1271,5.3001
1803,6.5601
1325,6.9657
855,6.195
954,6.168
290,7.18
1347,6.285
1225,6.5931
1492,6.8514
1645,6.1152
589,6.7758
167,6.2037
226,5.9497
535,5.3001
555,5.3001
1178,6.3832
1564,6.6556
582,5.6811
1018,7.1326
206,5.9895
1221,6.4289
1769,6.4766
976,7.0456
989,5.901
635,5.4714
1473,7.129
1419,6.8548
630,7.0319
398,6.4986
1770,6.6515
1174,5.3001
1599,6.5426
1666,6.3853
749,6.3379
1109,5.3001
823,6.7823
1483,6.7678
1683,6.7304
853,6.0703
1490,6.4983
747,6.3144
1251,5.6139
1536,6.1107
941,6.6526
1517,6.4322
236,6.5361
1323,6.1393
1286,7.1077
828,6.0656
1358,7.1747
1386,5.9397
98,7.3491
1044,6.625
1446,6.8425
672,6.0462
173,6.707
1606,6.5514
360,5.9679
22,7.657
1477,6.6175
1375,6.0085
1627,6.1075
746,6.6303
80,6.4625
277,6.6633
1300,6.8652
1387,6.2043
252,5.303
544,6.1914
628,6.1238
719,6.1944
574,6.106
237,6.7235
1608,6.8912
316,6.6121
373,5.7085
304,5.6114
1613,5.9386
70,5.3001
701,5.9436
1778,6.3665
1589,6.7607
276,6.7194
1728,5.7507
871,5.3001
1366,6.3861
24,7.6268
1534,6.0832
1136,6.7481
1610,6.5981
57,7.6886
1186,6.2616
895,6.5063
1629,5.6688
1026,6.4027
651,5.5336
21,5.3001
1782,6.0997
527,6.5275
722,7.1238
378,6.1341
980,5.9981
1539,6.5993
459,6.8775
1752,6.872
367,6.3492
144,6.2354
1123,6.3994
1024,6.8505
1322,6.0256
1102,5.7481
795,6.204
148,5.9544
1240,5.5897
136,6.4558
601,6.2153
485,5.8497
1659,6.6922
300,5.3001
399,6.3379
807,6.2686
922,6.9581
1692,7.0141
815,6.1331
92,7.1858
394,5.9478
131,6.0458
1733,6.9726
718,6.0656
142,6.0126
435,6.5409
197,5.8203
58,6.4609
1208,6.0496
1413,5.9315
1321,7.0605
357,5.7817
1647,6.358
1721,5.9397
1389,6.2149
1720,6.0851
78,6.3252
1714,6.0264
857,5.3001
1449,6.8936
1103,6.2791
1697,6.5431
1283,6.0692
16,7.0833
802,7.2489
617,6.3449
1399,5.8445
923,6.1304
127,6.4177
561,5.3001
594,6.3552
343,5.3001
139,5.3001
1250,5.8654
279,5.6639
616,7.1668
1644,5.3001
10,5.3001
1197,6.7761
1351,6.7226
1586,6.5031
31,7.1582
318,5.8464
1635,6.9457
554,5.3001
492,5.3001
631,6.4647
525,6.6919
190,5.9147
317,6.4777
1001,6.4321
1030,6.6414
575,6.0492
158,6.2054
196,6.2608
77,7.0619
794,5.3001
296,5.3786
1213,7.0652
200,6.5817
497,6.8892
1409,6.6079
102,7.0563
1812,7.2048
220,5.6292
214,7.2752
1261,6.7949
921,6.3508
201,6.3094
825,6.4635
634,6.2183
1511,6.5382
763,6.6973
1354,6.7043
461,6.8374
439,5.655
1573,6.6782
1194,6.8335
1028,6.9851
1154,6.9464
768,6.5604
1625,7.1761
754,6.1421
303,6.2766
1585,6.3286
389,7.2222
1696,6.3682
1082,6.3214
1275,4.9991
281,6.3916
1771,6.3987
13,6.9332
1491,6.3182
619,6.9507
831,7.1012
1085,6.8009
346,6.6237
457,5.3001
170,5.402
339,5.3001
987,6.4827
1360,6.6799
1077,6.1799
1479,6.1207
734,6.3828
1,4.6012
1280,6.4431
1639,5.9544
104,6.6449
423,6.8486
1727,6.406
1153,6.7328
60,8.0496
330,6.9207
204,6.7378
235,6.5906
1602,7.0841
1254,6.0499
636,6.5837
1699,6.6313
1441,6.4241
15,7.1734
1689,6.8858
105,6.4193
1545,6.0122
1009,6.5541
216,7.1151
1002,6.4484
1579,6.344
337,7.0496
759,7.048
1533,6.4464
320,6.4983
854,7.0723
283,6.3308
353,5.9386
751,6.4615
495,7.1202
1638,6.7779
776,6.863
849,6.9265
1210,5.9716
960,6.8875
246,6.0962
811,7.2376
1719,6.265
1256,5.8553
45,6.9838
1071,6.0637
1467,6.0584
1651,5.8654
51,7.3592
1156,6.8132
592,7.192
362,5.3735
1172,5.3001
1470,6.5104
106,6.3811
1705,6.8338
973,6.8051
920,7.087
493,6.3206
1678,6.2308
1335,6.9821
758,6.7787
1607,6.6328
692,6.0659
640,6.0089
1675,6.8335
1203,6.1919
970,5.3227
893,5.3001
359,5.3001
1681,6.0706
380,6.2016
1402,6.2285
839,7.0203
1738,6.4967
1537,6.2589
469,6.7491
134,6.0835
1339,5.8067
432,6.5916
1166,5.8255
872,5.3001
508,6.5221
274,6.9392
983,6.3532
232,5.3001
1234,6.5838
1795,5.7154
94,6.4376
694,5.751
638,6.1941
1443,6.7392
1202,7.281
478,6.6962
396,6.5072
1228,5.3001
306,6.5045
992,7.1589
294,5.3001
361,6.0673
1494,6.6026
1595,6.6999
1715,6.4151
1508,6.9036
611,5.7067
1434,6.8762
1327,7.5591
750,6.2699
1346,5.7358
1424,7.3213
1147,6.7288
1668,7.4632
381,6.3418
1660,6.1939
342,5.8174
658,5.556
860,7.1071
680,5.7177
1127,6.3073
564,5.3001
772,6.6462
506,5.9187
1558,5.9798
804,7.249
89,6.7141
947,7.287
248,6.1207
445,5.6724
39,4.6012
1578,6.2767
1804,6.3257
1316,6.1698
1023,7.3141
605,6.1768
1343,6.237
814,6.3949
1631,6.0724
792,6.6263
124,6.1217
642,5.9126
788,6.4628
1345,6.3708
518,6.5554
1094,7.3325
412,5.3001
1407,5.9993
212,6.5339
1259,6.2325
531,6.7901
88,6.7947
11,5.6817
760,7.1168
1233,6.3953
1293,7.004
1392,6.6464
1090,6.7413
686,6.3706
1711,6.4156
3,5.3001
1753,7.0329
848,6.9399
425,6.3641
1313,7.7079
253,6.0387
1215,6.2684
1114,6.4824
1165,6.2295
780,5.7246
426,5.9716
38,4.6012
1079,6.6134
1677,6.228
382,6.4734
1417,6.0313
1797,5.6992
869,5.6188
434,6.8428
153,6.4097
1561,6.3274
273,6.0529
1370,6.0562
1122,6.9008
168,6.6274
1454,6.4633
275,6.0657
1020,6.9669
1021,6.5665
756,5.7365
108,6.49
1764,6.1148
1374,6.4802
936,5.3758
690,6.721
1027,7.2374
1239,5.3001
472,6.4735
1396,6.4674
1751,6.2591
470,5.6391
1011,6.6367
355,5.3001
385,6.4274
27,7.141
1037,7.1027
1577,6.3891
1170,5.3001
699,6.4794
698,6.1226
1231,5.6307
1601,6.8056
723,6.6615
675,5.3001
267,6.3293
1204,6.5744
266,6.2671
547,5.4951
157,6.4794
348,6.467
1219,6.353
1145,6.3359
1041,6.2036
1463,7.0367
822,6.1111
961,6.8338
1425,6.4309
109,6.5469
438,6.2608
1116,5.3001
116,6.6613
288,6.6384
1329,7.0545
1144,6.9343
1763,6.0175
383,6.5402
647,6.135
1480,6.2271
292,6.7363
641,7.0878
1664,5.6422
652,5.9728
737,5.3001
1619,6.8624
1148,7.0456
1575,6.7068
1704,7.0232
633,6.3302
967,6.9601
963,7.0027
1546,6.6791
1569,6.5739
840,6.6107
364,6.1318
1185,6.5741
896,5.5458
910,6.1791
1604,6.3926
159,5.9017
1133,5.699
307,6.444
946,6.3807
523,6.4045
310,5.8473
1113,5.3001
971,5.9133
1038,7.2556
883,5.3001
962,7.0614
570,5.3001
1022,6.6782
1086,6.7885
1241,6.5909
1382,6.8323
1744,6.7839
211,5.7198
1563,5.7027
1706,6.3224
845,6.8589
1784,5.8572
1274,6.4355
1012,6.7914
1336,5.8569
793,5.8293
453,5.3001
1472,6.8688
550,5.3089
1176,5.9946
335,6.2946
313,6.5556
957,6.8135
1414,6.238
934,6.2494
33,7.5749
877,6.2529
1008,6.7237
995,7.147
1509,5.989
911,5.3001
1106,7.2056
667,6.0912
732,6.4835
693,6.0461
1786,5.9635
1199,6.0748
900,5.7054
728,6.8998
1458,6.4601
1059,5.8986
1611,6.6244
358,5.3001
1493,6.6313
1698,6.3133
1513,6.7409
1305,6.7805
1465,6.8875
1226,4.9991
1725,6.4354
1565,6.9438
1000,6.6188
484,6.0344
1783,6.1453
1710,7.0539
1258,5.4784
762,6.9103
545,6.2709
621,7.0167
419,6.0256
1318,6.9503
714,6.3258
403,5.3001
846,6.1541
1596,7.05
496,6.8511
1365,6.8365
1499,6.8462
1083,6.6764
1175,5.5526
1656,6.1524
1481,6.6737
551,5.3001
18,5.3001
1265,5.7698
128,6.4401
384,6.7797
1138,6.3912
1243,5.3001
868,6.4793
112,5.3666
176,5.3001
325,6.9625
522,6.5795
1146,6.8523
1707,6.9117
1460,6.718
1045,6.62
483,6.802
1017,7.1003
1075,6.0792
69,4.9001
1029,6.8567
239,6.809
1605,6.1474
486,5.5158
1066,7.0469
1520,6.5141
1314,7.4853
291,5.9311
289,5.8748
1068,6.4493
1183,6.5725
1105,6.8135
207,6.1696
1743,6.8462
1124,6.5931
797,6.9025
731,6.4918
1111,5.3001
1330,6.9743
1690,6.3103
563,5.3001
832,6.9771
850,6.3479
1552,5.888
155,5.3001
965,6.9726
864,5.3001
1394,6.478
261,6.4888
1084,6.4965
507,6.5478
1107,6.7842
315,6.3469
1269,5.9699
1788,5.9501
711,6.2838
673,5.3271
1632,6.4668
265,6.4549
56,6.6862
880,6.3075
679,5.6049
1262,5.3001
1232,5.3001
1099,6.0899
581,5.8603
1368,6.1734
456,6.7356
1532,6.8434
1235,6.6807
255,6.3142
712,6.2369
966,6.8919
1121,6.2667
1198,6.0347
1019,7.0621
761,6.9645
1789,5.6763
700,6.081
1436,6.4063
454,5.3001
188,5.7398
450,6.5069
345,6.3014
1498,6.6098
272,7.1842
1338,6.1659
1388,5.8089
787,5.7849
332,6.4091
75,5.7951
498,6.0467
138,6.5741
1669,6.7545
606,5.6401
953,6.5336
81,5.3001
1794,6.2986
309,5.888
1125,6.5635
614,6.9613
1205,5.8982
1583,5.9773
916,5.9699
219,6.0551
1640,6.5437
898,5.5232
415,6.1176
1430,6.2402
927,5.9552
786,6.2558
1796,6.0302
344,6.6898
369,5.8403
1504,6.4161
368,6.1888
1766,6.4879
175,6.0159
1574,6.5375
305,5.6298
969,7.0098
154,7.1881
834,6.6898
543,6.363
512,6.005
552,5.3001
1652,6.689
984,5.5855
847,7.081
1762,6.4397
114,5.7332
560,5.3001
0,5.3001
1787,6.5281
1257,6.6268
580,6.0139
1617,6.8987
1188,6.5573
1777,6.6623
442,5.3459
1793,7.0249
820,5.6906
579,5.77
1359,7.0136
1112,5.3001
1735,7.0961
1301,6.6932
416,6.6718
1781,6.969
1612,7.0832
678,5.5451
1679,5.8513
391,6.1268
473,6.7709
1292,6.2536
1634,6.8144
1287,7.0924
858,7.0028
83,6.1412
928,6.2923
74,6.8756
709,6.7026
1805,6.8736
1741,6.8323
410,6.0304
1015,6.8726
408,5.3081
890,5.4147
1559,5.8385
902,6.9434
1445,6.9897
903,6.0801
1540,6.0084
665,5.8951
912,5.8863
238,6.5142
365,5.7703
982,6.9641
566,5.3001
739,5.3001
590,6.9776
1073,5.3001
1169,5.3001
1791,6.4559
644,5.3001
1746,7.296
1270,6.5461
1745,7.2261
1701,6.475
716,6.8124
1212,6.8633
284,6.3719
685,5.6458
49,5.3001
818,7.1199
477,6.6435
865,5.5797
978,7.1414
40,4.6012
608,7.2072
1245,5.8979
151,5.3001
64,5.3001
1518,6.7004
147,5.3001
1620,6.7737
862,5.41
781,6.4278
404,5.3001
1475,6.8643
1593,6.7094
885,6.142
540,6.9813
1162,7.0586
71,5.3001
510,6.5972
1397,6.4337
1468,6.7406
374,5.8638
1031,6.9747
1309,6.42
1054,6.6941
604,6.4971
1087,6.7797
705,6.3406
333,5.942
133,6.3456
1624,6.7326
1717,6.3224
